scenario,frame,src,family,paMethod,plannedBwHz,rsHz,beta,execObwHz,theoryCleanObwHz,ratioVsTheory,ratioVsAllocation,measObwHz,snrDb,activeN
5,11,1,OFDM,Modified Rapp model,20000000,16000000,0.25,45597422.62,NaN,NaN,2.27987,45597136.96,25.9587,817
5,11,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,45529927.83,NaN,NaN,2.2765,45528077.98,-6.43242,817
5,11,3,QAM,Cubic polynomial,40000000,32000000,0.25,35266686.24,35298182.63,0.999108,0.881667,35267351.08,2.74501,817
5,12,1,QAM,Ghorbani model,40000000,32000000,0.25,35854607.52,35298182.63,1.01576,0.896365,35067487.79,11.6533,305
5,13,1,QAM,Ghorbani model,40000000,32000000,0.25,35766241.57,35298182.63,1.01326,0.894156,35261334.21,11.6533,1022
5,14,1,QAM,Ghorbani model,40000000,32000000,0.25,35813889.55,35298182.63,1.01461,0.895347,35167238.34,11.6533,1022
5,15,1,QAM,Lookup table,40000000,32000000,0.25,35255540.07,35298182.63,0.998792,0.881389,31458148.15,7.28501,612
5,15,2,QAM,Ghorbani model,40000000,32000000,0.25,36249629.61,35298182.63,1.02695,0.906241,34654977.7,11.6533,408
5,16,1,QAM,Lookup table,40000000,32000000,0.25,35033163.38,35298182.63,0.992492,0.875829,31890483.48,7.28501,1022
5,17,1,OFDM,Modified Rapp model,20000000,16000000,0.25,20409792.83,NaN,NaN,1.02049,20409464.25,6.95996,817
5,17,2,QAM,Lookup table,40000000,32000000,0.25,35396663.05,35298182.63,1.00279,0.884917,32761875.02,7.28501,1022
5,17,3,OFDM,Hyperbolic tangent,20000000,16000000,0.25,20364802.49,NaN,NaN,1.01824,20327679.66,3.87674,817
5,17,4,QAM,Cubic polynomial,40000000,32000000,0.25,35295805.73,35298182.63,0.999933,0.882395,35296257.57,18.3244,817
5,18,1,OFDM,Modified Rapp model,20000000,16000000,0.25,45481902.82,NaN,NaN,2.2741,45481707.01,6.95996,1022
5,18,2,QAM,Lookup table,40000000,32000000,0.25,35280172.81,35298182.63,0.99949,0.882004,31890313.4,7.28501,100
5,18,3,OFDM,Hyperbolic tangent,20000000,16000000,0.25,45460023.82,NaN,NaN,2.273,45409764.27,3.87674,1022
5,18,4,QAM,Cubic polynomial,40000000,32000000,0.25,35254247.03,35298182.63,0.998755,0.881356,35255027.59,18.3245,1022
5,19,1,OFDM,Modified Rapp model,20000000,16000000,0.25,19963216.05,NaN,NaN,0.998161,19963067.88,6.03754,1022
5,19,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,20009891.56,NaN,NaN,1.00049,19934756.76,1.81983,1022
5,19,3,QAM,Cubic polynomial,40000000,32000000,0.25,35135920.64,35298182.63,0.995403,0.878398,35136395.83,3.41198,1022
5,20,1,OFDM,Modified Rapp model,20000000,16000000,0.25,45597422.62,NaN,NaN,2.27987,45597508.88,6.03754,817
5,20,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,45529927.83,NaN,NaN,2.2765,45502290.77,1.81983,817
5,20,3,QAM,Cubic polynomial,40000000,32000000,0.25,35266686.24,35298182.63,0.999108,0.881667,35266104.16,3.41198,817
5,21,1,QAM,Ghorbani model,40000000,32000000,0.25,35854607.52,35298182.63,1.01576,0.896365,35466884.5,-4.62861,305
5,22,1,QAM,Ghorbani model,40000000,32000000,0.25,35766241.57,35298182.63,1.01326,0.894156,35769789.25,-4.62861,1022
5,23,1,QAM,Ghorbani model,40000000,32000000,0.25,35813889.55,35298182.63,1.01461,0.895347,35582041.45,-4.62861,1022
5,24,1,QAM,Lookup table,40000000,32000000,0.25,35255540.07,35298182.63,0.998792,0.881389,35439250.61,14.5979,612
5,24,2,QAM,Ghorbani model,40000000,32000000,0.25,36249629.61,35298182.63,1.02695,0.906241,35403684.5,-4.62861,408
5,25,1,QAM,Lookup table,40000000,32000000,0.25,35033163.38,35298182.63,0.992492,0.875829,35333511.85,14.5979,1022
5,26,1,OFDM,Modified Rapp model,20000000,16000000,0.25,20409792.83,NaN,NaN,1.02049,20409909.63,8.53639,817
5,26,2,QAM,Lookup table,40000000,32000000,0.25,35396663.05,35298182.63,1.00279,0.884917,35788117.66,14.5979,1022
5,26,3,OFDM,Hyperbolic tangent,20000000,16000000,0.25,20364802.49,NaN,NaN,1.01824,20355126.95,-7.72138,817
5,26,4,QAM,Cubic polynomial,40000000,32000000,0.25,35295805.73,35298182.63,0.999933,0.882395,35296638.09,-2.57969,817
5,27,1,OFDM,Modified Rapp model,20000000,16000000,0.25,45481902.82,NaN,NaN,2.2741,45481898.37,8.53639,1022
5,27,2,QAM,Lookup table,40000000,32000000,0.25,35280172.81,35298182.63,0.99949,0.882004,34312808.53,14.5979,100
5,27,3,OFDM,Hyperbolic tangent,20000000,16000000,0.25,45460023.82,NaN,NaN,2.273,45528677.23,-7.72138,1022
5,27,4,QAM,Cubic polynomial,40000000,32000000,0.25,35254247.03,35298182.63,0.998755,0.881356,35255738.61,-2.57969,1022
5,28,1,OFDM,Modified Rapp model,20000000,16000000,0.25,19963216.05,NaN,NaN,0.998161,19962822.03,-5.74423,1022
5,28,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,20009891.56,NaN,NaN,1.00049,19955785.72,0.255002,1022
5,28,3,QAM,Cubic polynomial,40000000,32000000,0.25,35135920.64,35298182.63,0.995403,0.878398,35135211.16,1.35851,1022
5,29,1,OFDM,Modified Rapp model,20000000,16000000,0.25,45597422.62,NaN,NaN,2.27987,45597587.34,-5.74423,817
5,29,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,45529927.83,NaN,NaN,2.2765,45384877.19,0.255002,817
5,29,3,QAM,Cubic polynomial,40000000,32000000,0.25,35266686.24,35298182.63,0.999108,0.881667,35267536.72,1.35851,817
5,30,1,QAM,Ghorbani model,40000000,32000000,0.25,35854607.52,35298182.63,1.01576,0.896365,35846214.65,-6.17833,305
5,31,1,QAM,Ghorbani model,40000000,32000000,0.25,35766241.57,35298182.63,1.01326,0.894156,35765674.04,-6.17833,1022
5,32,1,QAM,Ghorbani model,40000000,32000000,0.25,35813889.55,35298182.63,1.01461,0.895347,35859766.64,-6.17833,1022
5,33,1,QAM,Lookup table,40000000,32000000,0.25,35255540.07,35298182.63,0.998792,0.881389,34914272.24,-9.19976,612
5,33,2,QAM,Ghorbani model,40000000,32000000,0.25,36249629.61,35298182.63,1.02695,0.906241,36626914.91,-6.17833,408
5,34,1,QAM,Lookup table,40000000,32000000,0.25,35033163.38,35298182.63,0.992492,0.875829,35069770.11,-9.19976,1022
5,35,1,OFDM,Modified Rapp model,20000000,16000000,0.25,20409792.83,NaN,NaN,1.02049,20409504.98,1.30753,817
5,35,2,QAM,Lookup table,40000000,32000000,0.25,35396663.05,35298182.63,1.00279,0.884917,34991507.87,-9.19976,1022
5,35,3,OFDM,Hyperbolic tangent,20000000,16000000,0.25,20364802.49,NaN,NaN,1.01824,20175702.51,29.7411,817
5,35,4,QAM,Cubic polynomial,40000000,32000000,0.25,35295805.73,35298182.63,0.999933,0.882395,35295825.15,12.7148,817
5,36,1,OFDM,Modified Rapp model,20000000,16000000,0.25,45481902.82,NaN,NaN,2.2741,45481706.33,1.30753,1022
5,36,2,QAM,Lookup table,40000000,32000000,0.25,35280172.81,35298182.63,0.99949,0.882004,35473069.77,-9.19976,100
5,36,3,OFDM,Hyperbolic tangent,20000000,16000000,0.25,45460023.82,NaN,NaN,2.273,45391789.48,29.7411,1022
5,36,4,QAM,Cubic polynomial,40000000,32000000,0.25,35254247.03,35298182.63,0.998755,0.881356,35254276.13,12.7148,1022
6,1,1,DSBAM,Cubic polynomial,25000,20000,0.25,1111567.975,NaN,NaN,44.4627,1108922.06,-9.25719,1010
6,1,2,DSBAM,Saleh model,25000,20000,0.25,1062614.562,NaN,NaN,42.5046,1061093.108,21.3297,1010
6,1,3,FM,Hyperbolic tangent,200000,159744.4089,0.25,1091849.361,NaN,NaN,5.45925,1096826.565,15.8283,1023
6,1,4,DSBAM,Lookup table,25000,20000,0.25,1075485.821,NaN,NaN,43.0194,1056336.187,20.3976,1010
6,2,1,DSBAM,Cubic polynomial,25000,20000,0.25,2140787.185,NaN,NaN,85.6315,2134055.652,-9.25719,613
6,2,2,DSBAM,Saleh model,25000,20000,0.25,2116990.345,NaN,NaN,84.6796,2108088.199,21.3297,613
6,2,3,FM,Hyperbolic tangent,200000,159744.4089,0.25,1087504.35,NaN,NaN,5.43752,1091997.193,15.8283,1023
6,2,4,DSBAM,Lookup table,25000,20000,0.25,2110246.729,NaN,NaN,84.4099,2105653.822,20.3976,613
6,3,1,FM,Lookup table,12500,10000,0.25,2114379.024,NaN,NaN,169.15,2164919.505,-5.93293,971
6,3,2,FM,Hyperbolic tangent,200000,159744.4089,0.25,1087507.441,NaN,NaN,5.43754,1092292.792,15.8283,1023
6,4,1,DSBAM,Cubic polynomial,25000,20000,0.25,2130154.375,NaN,NaN,85.2062,2176209.379,0.999132,818
6,4,2,DSBAM,Saleh model,25000,20000,0.25,2103656.17,NaN,NaN,84.1462,2098531.67,9.52525,818
6,4,3,FM,Lookup table,12500,10000,0.25,1106684.473,NaN,NaN,88.5348,1227994.261,-5.93293,1023
6,4,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1104930.832,NaN,NaN,5.52465,1109681.45,15.8283,1023
6,4,5,DSBAM,Lookup table,25000,20000,0.25,2106133.708,NaN,NaN,84.2453,2103711.325,21.4815,818
6,5,1,DSBAM,Cubic polynomial,25000,20000,0.25,2130154.27,NaN,NaN,85.2062,2176754.022,0.999132,818
6,5,2,DSBAM,Saleh model,25000,20000,0.25,2103656.309,NaN,NaN,84.1463,2098529.095,9.52525,818
6,5,3,FM,Lookup table,12500,10000,0.25,1106685.556,NaN,NaN,88.5348,1229089.288,-5.93293,1023
6,5,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1093445.752,NaN,NaN,5.46723,1100045.625,15.8283,1023
6,5,5,DSBAM,Lookup table,25000,20000,0.25,2104595.452,NaN,NaN,84.1838,2102576.056,21.4815,818
6,6,1,FM,Lookup table,12500,10000,0.25,1106674.758,NaN,NaN,88.534,1230299.351,-5.93293,1023
6,6,2,FM,Hyperbolic tangent,200000,159744.4089,0.25,1087506.128,NaN,NaN,5.43753,1093104.45,15.8283,1023
6,7,1,DSBAM,Cubic polynomial,25000,20000,0.25,2140787.602,NaN,NaN,85.6315,2135835.327,4.67933,613
6,7,2,DSBAM,Saleh model,25000,20000,0.25,2109347.8,NaN,NaN,84.3739,2104984.681,21.6946,613
6,7,3,FM,Lookup table,12500,10000,0.25,1102042.958,NaN,NaN,88.1634,1453399.514,-5.93293,1023
6,7,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1097767.944,NaN,NaN,5.48884,1103420.615,15.8283,1023
6,7,5,DSBAM,Lookup table,25000,20000,0.25,2110246.616,NaN,NaN,84.4099,2107742.456,1.44913,613
6,8,1,DSBAM,Cubic polynomial,25000,20000,0.25,1111568.102,NaN,NaN,44.4627,1110431.452,4.67933,1010
6,8,2,DSBAM,Saleh model,25000,20000,0.25,1062624.257,NaN,NaN,42.505,1054448.529,21.6946,1010
6,8,3,FM,Lookup table,12500,10000,0.25,1107250.313,NaN,NaN,88.58,1392480.599,-5.93293,1023
6,8,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1108939.173,NaN,NaN,5.5447,1115071.849,15.8283,1023
6,8,5,DSBAM,Lookup table,25000,20000,0.25,1084205.159,NaN,NaN,43.3682,1066199.432,1.44913,1010
6,9,1,DSBAM,Cubic polynomial,25000,20000,0.25,1111567.975,NaN,NaN,44.4627,1118675.593,25.9693,1010
6,9,2,DSBAM,Saleh model,25000,20000,0.25,1062614.562,NaN,NaN,42.5046,1080023.29,7.28502,1010
6,9,3,FM,Hyperbolic tangent,200000,159744.4089,0.25,1091849.361,NaN,NaN,5.45925,1076559.498,-6.43242,1023
6,9,4,DSBAM,Lookup table,25000,20000,0.25,1075485.821,NaN,NaN,43.0194,1089012.208,2.74503,1010
6,10,1,DSBAM,Cubic polynomial,25000,20000,0.25,2140787.185,NaN,NaN,85.6315,2162063.154,25.9693,613
6,10,2,DSBAM,Saleh model,25000,20000,0.25,2116990.345,NaN,NaN,84.6796,2128857.079,7.28502,613
6,10,3,FM,Hyperbolic tangent,200000,159744.4089,0.25,1087504.35,NaN,NaN,5.43752,1067901.275,-6.43242,1023
6,10,4,DSBAM,Lookup table,25000,20000,0.25,2110246.729,NaN,NaN,84.4099,2115079.595,2.74503,613
6,11,1,FM,Lookup table,12500,10000,0.25,2114379.024,NaN,NaN,169.15,2124414.728,11.6533,971
6,11,2,FM,Hyperbolic tangent,200000,159744.4089,0.25,1087507.441,NaN,NaN,5.43754,1067684.574,-6.43242,1023
6,12,1,DSBAM,Cubic polynomial,25000,20000,0.25,2130154.375,NaN,NaN,85.2062,2128697.669,6.95999,818
6,12,2,DSBAM,Saleh model,25000,20000,0.25,2103656.17,NaN,NaN,84.1462,2102767.11,14.5237,818
6,12,3,FM,Lookup table,12500,10000,0.25,1106684.473,NaN,NaN,88.5348,1114962.715,11.6533,1023
6,12,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1104930.832,NaN,NaN,5.52465,1075558.835,-6.43242,1023
6,12,5,DSBAM,Lookup table,25000,20000,0.25,2106133.708,NaN,NaN,84.2453,2102285.476,18.3252,818
6,13,1,DSBAM,Cubic polynomial,25000,20000,0.25,2130154.27,NaN,NaN,85.2062,2128618.905,6.95999,818
6,13,2,DSBAM,Saleh model,25000,20000,0.25,2103656.309,NaN,NaN,84.1463,2102761.286,14.5237,818
6,13,3,FM,Lookup table,12500,10000,0.25,1106685.556,NaN,NaN,88.5348,1115050.271,11.6533,1023
6,13,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1093445.752,NaN,NaN,5.46723,1075364.312,-6.43242,1023
6,13,5,DSBAM,Lookup table,25000,20000,0.25,2104595.452,NaN,NaN,84.1838,2100880.363,18.3252,818
6,14,1,FM,Lookup table,12500,10000,0.25,1106674.758,NaN,NaN,88.534,1115115.718,11.6533,1023
6,14,2,FM,Hyperbolic tangent,200000,159744.4089,0.25,1087506.128,NaN,NaN,5.43753,1067026.031,-6.43242,1023
6,15,1,DSBAM,Cubic polynomial,25000,20000,0.25,2140787.602,NaN,NaN,85.6315,2128647.681,-8.77909,613
6,15,2,DSBAM,Saleh model,25000,20000,0.25,2109347.8,NaN,NaN,84.3739,2102261.285,19.9095,613
6,15,3,FM,Lookup table,12500,10000,0.25,1102042.958,NaN,NaN,88.1634,1119286.088,11.6533,1023
6,15,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1097767.944,NaN,NaN,5.48884,1071261.806,-6.43242,1023
6,15,5,DSBAM,Lookup table,25000,20000,0.25,2110246.616,NaN,NaN,84.4099,2120694.895,18.8517,613
6,16,1,DSBAM,Cubic polynomial,25000,20000,0.25,1111568.102,NaN,NaN,44.4627,1107392.787,-8.77909,1010
6,16,2,DSBAM,Saleh model,25000,20000,0.25,1062624.257,NaN,NaN,42.505,1051870.47,19.9095,1010
6,16,3,FM,Lookup table,12500,10000,0.25,1107250.313,NaN,NaN,88.58,1121973.153,11.6533,1023
6,16,4,FM,Hyperbolic tangent,200000,159744.4089,0.25,1108939.173,NaN,NaN,5.5447,1076814.624,-6.43242,1023
6,16,5,DSBAM,Lookup table,25000,20000,0.25,1084205.159,NaN,NaN,43.3682,1125853.277,18.8517,1010
