scenario,frame,src,family,paMethod,plannedBwHz,rsHz,beta,execObwHz,theoryCleanObwHz,ratioVsTheory,ratioVsAllocation,measObwHz,snrDb,activeN
4,5,4,OFDM,Saleh model,40000000,32000000,0.25,39637042.43,NaN,NaN,0.990926,39637035.49,12.5671,1024
4,6,1,OFDM,Saleh model,40000000,32000000,0.25,49369759.88,NaN,NaN,1.23424,49369766.03,1.24387,1024
4,6,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,49113809.4,NaN,NaN,2.45569,49113982.4,9.52516,1024
4,6,3,OFDM,Ghorbani model,40000000,32000000,0.25,49270442.75,NaN,NaN,1.23176,49270499,29.3752,1024
4,6,4,OFDM,Saleh model,40000000,32000000,0.25,48881455.8,NaN,NaN,1.22204,48881416.57,12.7829,1024
4,9,1,OFDM,Saleh model,40000000,32000000,0.25,39676865.52,NaN,NaN,0.991922,39676904.27,4.71885,1024
4,9,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,19956969.41,NaN,NaN,0.997848,19956946.4,21.6935,1024
4,9,3,OFDM,Ghorbani model,40000000,32000000,0.25,39835407.32,NaN,NaN,0.995885,39835591.27,19.9456,1024
4,9,4,OFDM,Saleh model,40000000,32000000,0.25,39511785.04,NaN,NaN,0.987795,39511712.63,23.3649,1024
4,10,1,OFDM,Saleh model,40000000,32000000,0.25,49568070.39,NaN,NaN,1.2392,49568093.24,4.89142,1024
4,10,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,49218844.09,NaN,NaN,2.46094,49218903.04,21.6935,1024
4,10,3,OFDM,Ghorbani model,40000000,32000000,0.25,49542155.64,NaN,NaN,1.23855,49542343,19.9399,1024
4,10,4,OFDM,Saleh model,40000000,32000000,0.25,49520569.11,NaN,NaN,1.23801,49520491.69,23.6087,1024
4,11,1,OFDM,Saleh model,40000000,32000000,0.25,39464175.64,NaN,NaN,0.986604,39464176.73,26.0154,1024
4,11,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,19871907.26,NaN,NaN,0.993595,19871899.11,7.28498,1024
4,11,3,OFDM,Ghorbani model,40000000,32000000,0.25,39792207.51,NaN,NaN,0.994805,39792051.93,11.692,1024
4,11,4,OFDM,Saleh model,40000000,32000000,0.25,39476754.17,NaN,NaN,0.986919,39476746.47,-6.34511,1024
4,12,1,OFDM,Saleh model,40000000,32000000,0.25,49014590.92,NaN,NaN,1.22536,49014606.13,26.2724,1024
4,12,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,49183600.79,NaN,NaN,2.45918,49183598.01,7.28498,1024
4,12,3,OFDM,Ghorbani model,40000000,32000000,0.25,49351905.32,NaN,NaN,1.2338,49351901.17,11.5775,1024
4,12,4,OFDM,Saleh model,40000000,32000000,0.25,49472777.42,NaN,NaN,1.23682,49472824.4,-5.9586,1024
4,15,1,OFDM,Saleh model,40000000,32000000,0.25,39622086.34,NaN,NaN,0.990552,39622064.98,6.98591,1024
4,15,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,19911718.32,NaN,NaN,0.995586,19911714.07,14.5235,1024
4,15,3,OFDM,Ghorbani model,40000000,32000000,0.25,39825845.72,NaN,NaN,0.995646,39825980.84,11.7873,1024
4,15,4,OFDM,Saleh model,40000000,32000000,0.25,39637042.43,NaN,NaN,0.990926,39637038.32,3.99988,1024
4,16,1,OFDM,Saleh model,40000000,32000000,0.25,49369759.88,NaN,NaN,1.23424,49369756.27,7.20473,1024
4,16,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,49113809.4,NaN,NaN,2.45569,49113799.35,14.5235,1024
4,16,3,OFDM,Ghorbani model,40000000,32000000,0.25,49270442.75,NaN,NaN,1.23176,49270493.01,11.7779,1024
4,16,4,OFDM,Saleh model,40000000,32000000,0.25,48881455.8,NaN,NaN,1.22204,48881432.22,4.21572,1024
4,19,1,OFDM,Saleh model,40000000,32000000,0.25,39676865.52,NaN,NaN,0.991922,39676842.82,-8.73957,1024
4,19,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,19956969.41,NaN,NaN,0.997848,19956970.73,19.9053,1024
4,19,3,OFDM,Ghorbani model,40000000,32000000,0.25,39835407.32,NaN,NaN,0.995885,39835571.8,20.0445,1024
4,19,4,OFDM,Saleh model,40000000,32000000,0.25,39511785.04,NaN,NaN,0.987795,39511741.59,9.57107,1024
4,20,1,OFDM,Saleh model,40000000,32000000,0.25,49568070.39,NaN,NaN,1.2392,49568057.02,-8.567,1024
4,20,2,OFDM,Hyperbolic tangent,20000000,16000000,0.25,49218844.09,NaN,NaN,2.46094,49218840.67,19.9052,1024
4,20,3,OFDM,Ghorbani model,40000000,32000000,0.25,49542155.64,NaN,NaN,1.23855,49542323.09,20.0387,1024
4,20,4,OFDM,Saleh model,40000000,32000000,0.25,49520569.11,NaN,NaN,1.23801,49520522.6,9.81486,1024
5,1,1,OFDM,Saleh model,20000000,16000000,0.25,19970961.01,NaN,NaN,0.998548,19971187.41,-9.25719,1024
5,1,2,OFDM,Saleh model,20000000,16000000,0.25,20042087.26,NaN,NaN,1.0021,19903291.25,15.8278,1024
5,1,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35197807.54,35298182.63,0.997156,0.879945,35198351.46,20.397,1024
5,2,1,OFDM,Saleh model,20000000,16000000,0.25,45658291.39,NaN,NaN,2.28291,45658226.16,-9.25719,819
5,2,2,OFDM,Saleh model,20000000,16000000,0.25,45276265.9,NaN,NaN,2.26381,45223111.6,15.8279,819
5,2,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35269320.45,35298182.63,0.999182,0.881733,35269015.05,20.3972,819
5,3,1,QAM,Modified Rapp model,40000000,32000000,0.25,35027974.83,35298182.63,0.992345,0.875699,35485783.31,-5.93293,307
5,4,1,QAM,Modified Rapp model,40000000,32000000,0.25,35187610.17,35298182.63,0.996867,0.87969,35545186.63,-5.93293,1024
5,5,1,QAM,Modified Rapp model,40000000,32000000,0.25,34892413.11,35298182.63,0.988505,0.87231,35117988.34,-5.93293,1024
5,6,1,QAM,Ghorbani model,40000000,32000000,0.25,35989389.66,35298182.63,1.01958,0.899735,35838483.18,21.3296,614
5,6,2,QAM,Modified Rapp model,40000000,32000000,0.25,35578412.65,35298182.63,1.00794,0.88946,35782899.72,-5.93293,410
5,7,1,QAM,Ghorbani model,40000000,32000000,0.25,36008662.14,35298182.63,1.02013,0.900217,36279090.52,21.3297,1024
5,8,1,OFDM,Saleh model,20000000,16000000,0.25,20382885.28,NaN,NaN,1.01914,20382272.4,0.999119,819
5,8,2,QAM,Ghorbani model,40000000,32000000,0.25,36189531.25,35298182.63,1.02525,0.904738,36128410.51,21.3297,1024
5,8,3,OFDM,Saleh model,20000000,16000000,0.25,20310669.7,NaN,NaN,1.01553,20252992.98,12.4442,819
5,8,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35517872.17,35298182.63,1.00622,0.887947,35518118.08,21.4809,819
5,9,1,OFDM,Saleh model,20000000,16000000,0.25,45506894.87,NaN,NaN,2.27534,45508313.79,0.999129,1024
5,9,2,QAM,Ghorbani model,40000000,32000000,0.25,35950758.58,35298182.63,1.01849,0.898769,36909782.61,21.3297,102
5,9,3,OFDM,Saleh model,20000000,16000000,0.25,45436167.25,NaN,NaN,2.27181,45380758.95,12.4442,1024
5,9,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35688252.45,35298182.63,1.01105,0.892206,35688297.37,21.4813,1024
5,10,1,OFDM,Saleh model,20000000,16000000,0.25,19970961.01,NaN,NaN,0.998548,19971470.88,25.9556,1024
5,10,2,OFDM,Saleh model,20000000,16000000,0.25,20042087.26,NaN,NaN,1.0021,19955205.42,-6.43242,1024
5,10,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35197807.54,35298182.63,0.997156,0.879945,35197142.67,2.745,1024
5,11,1,OFDM,Saleh model,20000000,16000000,0.25,45658291.39,NaN,NaN,2.28291,45658088,25.9584,819
5,11,2,OFDM,Saleh model,20000000,16000000,0.25,45276265.9,NaN,NaN,2.26381,45293016.17,-6.43242,819
5,11,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35269320.45,35298182.63,0.999182,0.881733,35269674.36,2.74501,819
5,12,1,QAM,Modified Rapp model,40000000,32000000,0.25,35027974.83,35298182.63,0.992345,0.875699,35126645.58,11.6533,307
5,13,1,QAM,Modified Rapp model,40000000,32000000,0.25,35187610.17,35298182.63,0.996867,0.87969,35193424.93,11.6533,1024
5,14,1,QAM,Modified Rapp model,40000000,32000000,0.25,34892413.11,35298182.63,0.988505,0.87231,34955720.94,11.6533,1024
5,15,1,QAM,Ghorbani model,40000000,32000000,0.25,35989389.66,35298182.63,1.01958,0.899735,33887681.25,7.28501,614
5,15,2,QAM,Modified Rapp model,40000000,32000000,0.25,35578412.65,35298182.63,1.00794,0.88946,35190986.3,11.6533,410
5,16,1,QAM,Ghorbani model,40000000,32000000,0.25,36008662.14,35298182.63,1.02013,0.900217,34363866.87,7.28501,1024
5,17,1,OFDM,Saleh model,20000000,16000000,0.25,20382885.28,NaN,NaN,1.01914,20383191.49,6.95994,819
5,17,2,QAM,Ghorbani model,40000000,32000000,0.25,36189531.25,35298182.63,1.02525,0.904738,33908390.5,7.28501,1024
5,17,3,OFDM,Saleh model,20000000,16000000,0.25,20310669.7,NaN,NaN,1.01553,20284642.4,3.87674,819
5,17,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35517872.17,35298182.63,1.00622,0.887947,35518335.47,18.3241,819
5,18,1,OFDM,Saleh model,20000000,16000000,0.25,45506894.87,NaN,NaN,2.27534,45506117.95,6.95996,1024
5,18,2,QAM,Ghorbani model,40000000,32000000,0.25,35950758.58,35298182.63,1.01849,0.898769,33526687.27,7.28501,102
5,18,3,OFDM,Saleh model,20000000,16000000,0.25,45436167.25,NaN,NaN,2.27181,45420840.05,3.87674,1024
5,18,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35688252.45,35298182.63,1.01105,0.892206,35688317.73,18.3245,1024
5,19,1,OFDM,Saleh model,20000000,16000000,0.25,19970961.01,NaN,NaN,0.998548,19970943.43,6.03753,1024
5,19,2,OFDM,Saleh model,20000000,16000000,0.25,20042087.26,NaN,NaN,1.0021,19913112.19,1.81983,1024
5,19,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35197807.54,35298182.63,0.997156,0.879945,35198403.77,3.41197,1024
5,20,1,OFDM,Saleh model,20000000,16000000,0.25,45658291.39,NaN,NaN,2.28291,45658352.32,6.03753,819
5,20,2,OFDM,Saleh model,20000000,16000000,0.25,45276265.9,NaN,NaN,2.26381,45227504.8,1.81983,819
5,20,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35269320.45,35298182.63,0.999182,0.881733,35269008.62,3.41197,819
5,21,1,QAM,Modified Rapp model,40000000,32000000,0.25,35027974.83,35298182.63,0.992345,0.875699,33147037.51,-4.62861,307
5,22,1,QAM,Modified Rapp model,40000000,32000000,0.25,35187610.17,35298182.63,0.996867,0.87969,33797393.06,-4.62861,1024
5,23,1,QAM,Modified Rapp model,40000000,32000000,0.25,34892413.11,35298182.63,0.988505,0.87231,33261922.72,-4.62861,1024
5,24,1,QAM,Ghorbani model,40000000,32000000,0.25,35989389.66,35298182.63,1.01958,0.899735,35941157.74,14.5979,614
5,24,2,QAM,Modified Rapp model,40000000,32000000,0.25,35578412.65,35298182.63,1.00794,0.88946,33879364.45,-4.62861,410
5,25,1,QAM,Ghorbani model,40000000,32000000,0.25,36008662.14,35298182.63,1.02013,0.900217,35830042.53,14.5979,1024
5,26,1,OFDM,Saleh model,20000000,16000000,0.25,20382885.28,NaN,NaN,1.01914,20382784.65,8.53636,819
5,26,2,QAM,Ghorbani model,40000000,32000000,0.25,36189531.25,35298182.63,1.02525,0.904738,36029035.13,14.5979,1024
5,26,3,OFDM,Saleh model,20000000,16000000,0.25,20310669.7,NaN,NaN,1.01553,20305693.24,-7.72138,819
5,26,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35517872.17,35298182.63,1.00622,0.887947,35518743.49,-2.57972,819
5,27,1,OFDM,Saleh model,20000000,16000000,0.25,45506894.87,NaN,NaN,2.27534,45507077.55,8.53636,1024
5,27,2,QAM,Ghorbani model,40000000,32000000,0.25,35950758.58,35298182.63,1.01849,0.898769,34446769.41,14.5979,102
5,27,3,OFDM,Saleh model,20000000,16000000,0.25,45436167.25,NaN,NaN,2.27181,45414449.34,-7.72138,1024
5,27,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35688252.45,35298182.63,1.01105,0.892206,35688361.39,-2.57972,1024
5,28,1,OFDM,Saleh model,20000000,16000000,0.25,19970961.01,NaN,NaN,0.998548,19970815.47,-5.74423,1024
5,28,2,OFDM,Saleh model,20000000,16000000,0.25,20042087.26,NaN,NaN,1.0021,19922000.12,0.255002,1024
5,28,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35197807.54,35298182.63,0.997156,0.879945,35196912.51,1.35848,1024
5,29,1,OFDM,Saleh model,20000000,16000000,0.25,45658291.39,NaN,NaN,2.28291,45658407.7,-5.74423,819
5,29,2,OFDM,Saleh model,20000000,16000000,0.25,45276265.9,NaN,NaN,2.26381,45356921.77,0.255002,819
5,29,3,QAM,Hyperbolic tangent,40000000,32000000,0.25,35269320.45,35298182.63,0.999182,0.881733,35269781.72,1.35849,819
5,30,1,QAM,Modified Rapp model,40000000,32000000,0.25,35027974.83,35298182.63,0.992345,0.875699,35197128.8,-6.17833,307
5,31,1,QAM,Modified Rapp model,40000000,32000000,0.25,35187610.17,35298182.63,0.996867,0.87969,35352079.74,-6.17833,1024
5,32,1,QAM,Modified Rapp model,40000000,32000000,0.25,34892413.11,35298182.63,0.988505,0.87231,35050860.7,-6.17833,1024
5,33,1,QAM,Ghorbani model,40000000,32000000,0.25,35989389.66,35298182.63,1.01958,0.899735,35695822.35,-9.19976,614
5,33,2,QAM,Modified Rapp model,40000000,32000000,0.25,35578412.65,35298182.63,1.00794,0.88946,35373725.74,-6.17833,410
5,34,1,QAM,Ghorbani model,40000000,32000000,0.25,36008662.14,35298182.63,1.02013,0.900217,35756082.97,-9.19976,1024
5,35,1,OFDM,Saleh model,20000000,16000000,0.25,20382885.28,NaN,NaN,1.01914,20383155.76,1.30745,819
5,35,2,QAM,Ghorbani model,40000000,32000000,0.25,36189531.25,35298182.63,1.02525,0.904738,35905139,-9.19976,1024
5,35,3,OFDM,Saleh model,20000000,16000000,0.25,20310669.7,NaN,NaN,1.01553,20177956.93,29.7363,819
5,35,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35517872.17,35298182.63,1.00622,0.887947,35517872.96,12.7145,819
5,36,1,OFDM,Saleh model,20000000,16000000,0.25,45506894.87,NaN,NaN,2.27534,45506182.65,1.30752,1024
5,36,2,QAM,Ghorbani model,40000000,32000000,0.25,35950758.58,35298182.63,1.01849,0.898769,36818455.86,-9.19976,102
5,36,3,OFDM,Saleh model,20000000,16000000,0.25,45436167.25,NaN,NaN,2.27181,45371785.17,29.7404,1024
5,36,4,QAM,Hyperbolic tangent,40000000,32000000,0.25,35688252.45,35298182.63,1.01105,0.892206,35688263.48,12.7147,1024
6,1,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,1101179.444,NaN,NaN,44.0472,1106713.38,-9.25719,1012
6,1,2,DSBAM,Cubic polynomial,25000,20000,0.25,1041020.561,NaN,NaN,41.6408,1058496.724,21.3277,1012
6,1,3,FM,Cubic polynomial,200000,159744.4089,0.25,1038068.764,NaN,NaN,5.19034,1046826.639,15.8282,1024
6,1,4,DSBAM,Saleh model,25000,20000,0.25,1019624.179,NaN,NaN,40.785,1086073.722,20.3972,1012
6,2,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110931.807,NaN,NaN,84.4373,2125768.461,-9.25719,614
6,2,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093611.862,NaN,NaN,83.7445,2101215.878,21.3283,614
6,2,3,FM,Cubic polynomial,200000,159744.4089,0.25,1038069.316,NaN,NaN,5.19035,1047562.69,15.8283,1024
6,2,4,DSBAM,Saleh model,25000,20000,0.25,2094623.13,NaN,NaN,83.7849,2112950.604,20.3973,614
6,3,1,FM,Lookup table,12500,10000,0.25,2101557.936,NaN,NaN,168.125,2464127.551,-5.93294,972
6,3,2,FM,Cubic polynomial,200000,159744.4089,0.25,1038071.496,NaN,NaN,5.19036,1048314.179,15.8283,1024
6,4,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110402.793,NaN,NaN,84.4161,2269413.19,0.999128,819
6,4,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093317.876,NaN,NaN,83.7327,2114105.565,9.52523,819
6,4,3,FM,Lookup table,12500,10000,0.25,1096649.606,NaN,NaN,87.732,3012392.736,-5.93294,1024
6,4,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038073.56,NaN,NaN,5.19037,1049082.46,15.8283,1024
6,4,5,DSBAM,Saleh model,25000,20000,0.25,2094332.836,NaN,NaN,83.7733,2097053.18,21.4809,819
6,5,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110354.77,NaN,NaN,84.4142,2270698.453,0.999128,819
6,5,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093317.033,NaN,NaN,83.7327,2114051.978,9.52523,819
6,5,3,FM,Lookup table,12500,10000,0.25,1096654.036,NaN,NaN,87.7323,3044747.113,-5.93294,1024
6,5,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038077.012,NaN,NaN,5.19039,1049877.547,15.8283,1024
6,5,5,DSBAM,Saleh model,25000,20000,0.25,2094332.815,NaN,NaN,83.7733,2097065.173,21.4809,819
6,6,1,FM,Lookup table,12500,10000,0.25,1096652.265,NaN,NaN,87.7322,3075169.831,-5.93294,1024
6,6,2,FM,Cubic polynomial,200000,159744.4089,0.25,1038073.045,NaN,NaN,5.19037,1050694.727,15.8283,1024
6,7,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110952.954,NaN,NaN,84.4381,2125277.009,4.67933,614
6,7,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093610.149,NaN,NaN,83.7444,2097856.427,21.6937,614
6,7,3,FM,Lookup table,12500,10000,0.25,1096658.831,NaN,NaN,87.7327,3108260.79,-5.93294,1024
6,7,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038072.997,NaN,NaN,5.19036,1051523.035,15.8283,1024
6,7,5,DSBAM,Saleh model,25000,20000,0.25,2094623.092,NaN,NaN,83.7849,2122262.758,1.44912,614
6,8,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,1101163.609,NaN,NaN,44.0465,1107920.997,4.67933,1012
6,8,2,DSBAM,Cubic polynomial,25000,20000,0.25,1041027.419,NaN,NaN,41.6411,1045800.635,21.6935,1012
6,8,3,FM,Lookup table,12500,10000,0.25,1096672.818,NaN,NaN,87.7338,3145987.161,-5.93294,1024
6,8,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038071.266,NaN,NaN,5.19036,1052374.088,15.8283,1024
6,8,5,DSBAM,Saleh model,25000,20000,0.25,1019623.907,NaN,NaN,40.785,1114095.475,1.44912,1012
6,9,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,1101179.444,NaN,NaN,44.0472,1119061.412,25.9646,1012
6,9,2,DSBAM,Cubic polynomial,25000,20000,0.25,1041020.561,NaN,NaN,41.6408,1113857.395,7.28482,1012
6,9,3,FM,Cubic polynomial,200000,159744.4089,0.25,1038068.764,NaN,NaN,5.19034,1114778.253,-6.43242,1024
6,9,4,DSBAM,Saleh model,25000,20000,0.25,1019624.179,NaN,NaN,40.785,1026733.61,2.74499,1012
6,10,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110931.807,NaN,NaN,84.4373,2154830.112,25.9645,614
6,10,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093611.862,NaN,NaN,83.7445,2135106.337,7.28481,614
6,10,3,FM,Cubic polynomial,200000,159744.4089,0.25,1038069.316,NaN,NaN,5.19035,1114766.509,-6.43242,1024
6,10,4,DSBAM,Saleh model,25000,20000,0.25,2094623.13,NaN,NaN,83.7849,2097282.128,2.74499,614
6,11,1,FM,Lookup table,12500,10000,0.25,2101557.936,NaN,NaN,168.125,2129576.176,11.6514,972
6,11,2,FM,Cubic polynomial,200000,159744.4089,0.25,1038071.496,NaN,NaN,5.19036,1114749.795,-6.43242,1024
6,12,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110402.793,NaN,NaN,84.4161,2136076.344,6.95995,819
6,12,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093317.876,NaN,NaN,83.7327,2093832.434,14.52,819
6,12,3,FM,Lookup table,12500,10000,0.25,1096649.606,NaN,NaN,87.732,1118507.997,11.6511,1024
6,12,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038073.56,NaN,NaN,5.19037,1114730.025,-6.43242,1024
6,12,5,DSBAM,Saleh model,25000,20000,0.25,2094332.836,NaN,NaN,83.7733,2113658.564,18.3243,819
6,13,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110354.77,NaN,NaN,84.4142,2135979.723,6.95995,819
6,13,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093317.033,NaN,NaN,83.7327,2093832.437,14.5202,819
6,13,3,FM,Lookup table,12500,10000,0.25,1096654.036,NaN,NaN,87.7323,1118620.878,11.6512,1024
6,13,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038077.012,NaN,NaN,5.19039,1114724.804,-6.43242,1024
6,13,5,DSBAM,Saleh model,25000,20000,0.25,2094332.815,NaN,NaN,83.7733,2113624.318,18.3243,819
6,14,1,FM,Lookup table,12500,10000,0.25,1096652.265,NaN,NaN,87.7322,1118695.088,11.6513,1024
6,14,2,FM,Cubic polynomial,200000,159744.4089,0.25,1038073.045,NaN,NaN,5.19037,1114720.943,-6.43242,1024
6,15,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,2110952.954,NaN,NaN,84.4381,2137398.74,-8.77909,614
6,15,2,DSBAM,Cubic polynomial,25000,20000,0.25,2093610.149,NaN,NaN,83.7444,2107547.298,19.908,614
6,15,3,FM,Lookup table,12500,10000,0.25,1096658.831,NaN,NaN,87.7327,1118774.508,11.651,1024
6,15,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038072.997,NaN,NaN,5.19036,1114709.332,-6.43242,1024
6,15,5,DSBAM,Saleh model,25000,20000,0.25,2094623.092,NaN,NaN,83.7849,2098204.692,18.8498,614
6,16,1,DSBAM,Hyperbolic tangent,25000,20000,0.25,1101163.609,NaN,NaN,44.0465,1111985.039,-8.77909,1012
6,16,2,DSBAM,Cubic polynomial,25000,20000,0.25,1041027.419,NaN,NaN,41.6411,1065537.96,19.9079,1012
6,16,3,FM,Lookup table,12500,10000,0.25,1096672.818,NaN,NaN,87.7338,1118876.021,11.6509,1024
6,16,4,FM,Cubic polynomial,200000,159744.4089,0.25,1038071.266,NaN,NaN,5.19036,1114704.502,-6.43242,1024
6,16,5,DSBAM,Saleh model,25000,20000,0.25,1019623.907,NaN,NaN,40.785,1024755.509,18.8496,1012
