0.0096478,-0.0049455
0.016437,-0.0082593
0.031018,-0.0030893
0.039606,0.0083475
0.039492,0.012598
0.027661,0.025249
0.022655,0.028734
0.0066143,0.022477
0.00045509,0.01997
-0.017242,0.0055646
-0.023812,-0.0076131
-0.023903,-0.023076
-0.02864,-0.027489
-0.019114,-0.02744
-0.017478,-0.03805
-0.0096089,-0.045825
-0.0065501,-0.04817
0.00067652,-0.047429
0.0019604,-0.040301
0.011827,-0.037953
0.011064,-0.029711
0.012724,-0.022994
0.019281,-0.014697
0.016171,-0.011199
0.0081064,0.0093266
0.0038025,0.0063743
-0.0074968,0.0082651
-0.01529,0.021408
-0.01801,0.028124
-0.029709,0.025342
-0.03667,0.022629
-0.039524,0.019442
-0.045687,0.016341
-0.046016,0.010437
-0.03761,0.0043114
-0.047225,-0.0052433
-0.034573,-0.0096513
-0.030356,-0.0081262
-0.0090338,-0.013784
-0.0081356,-0.014965
0.0088063,-0.013676
0.012336,-0.0083872
0.019882,-0.00036483
0.021177,0.010275
0.024384,0.014638
0.027697,0.033104
0.022857,0.038108
0.028424,0.039502
0.011975,0.035161
0.01729,0.031157
0.009647,0.034734
0.0069183,0.027514
0.0043988,0.026478
0.0031469,0.032347
0.0015257,0.0244
-0.0046419,0.039028
0.00098147,0.035588
-0.013817,0.032529
-0.022719,0.036255
-0.024068,0.029174
-0.02453,0.021924
-0.027904,0.013054
-0.021451,0.010087
-0.013332,-0.00307
-0.0019575,-0.0093446
0.00070135,-0.011819
0.015656,-0.019352
0.013886,-0.013514
0.025317,-0.026265
0.036645,-0.01426
0.032453,-0.010884
0.046035,-0.00063648
0.043859,0.0041167
0.040669,0.010627
0.045281,0.013163
0.036082,0.023628
0.024268,0.015835
0.018217,0.019952
0.0052524,0.015333
-0.0018549,0.018869
-0.0010836,0.0042287
-0.005135,-0.0053457
-0.014999,-0.0093899
-0.023242,-0.0094717
-0.017962,-0.028783
-0.017577,-0.038594
-0.013653,-0.039495
-0.0025632,-0.039208
0.0053735,-0.039252
0.0019902,-0.033004
0.0076762,-0.037209
0.0001251,-0.033655
0.00091588,-0.039627
0.0038927,-0.028157
0.012682,-0.024764
0.011005,-0.03136
0.018323,-0.032436
0.026714,-0.028755
0.029184,-0.028861
0.031062,-0.023312
0.031347,-0.01304
0.024649,-0.0041147
0.019202,0.0040516
0.016216,0.0015357
0.0031919,0.0083624
-0.0035537,0.0037285
-0.021176,0.010247
-0.025521,0.0059299
-0.038217,0.0036347
-0.038702,-0.0035597
-0.043756,-0.0073848
-0.036237,-0.010541
-0.030491,-0.012554
-0.030835,-0.026304
-0.025325,-0.017591
-0.020521,-0.021601
-0.019245,-0.016873
-0.019543,-0.024479
-0.023902,-0.026007
-0.017365,-0.02711
-0.020854,-0.029497
-0.01274,-0.028546
-0.004866,-0.024563
-0.003515,-0.026582
0.0039489,-0.028044
-0.0050863,-0.029794
0.00065002,-0.042776
0.0021231,-0.03663
0.0035131,-0.03566
0.013212,-0.036298
0.01836,-0.034731
0.022596,-0.034717
0.023825,-0.023762
0.022976,-0.017666
0.029868,-0.0021
0.012168,0.0063722
0.003813,0.010889
-0.0054934,0.011667
-0.011816,0.017835
-0.016807,0.012955
-0.035446,0.017713
-0.047225,0.010085
-0.041113,0.00060376
-0.036555,-0.00049326
-0.046355,-0.006787
-0.030695,-0.0064011
-0.025108,-0.013467
-0.026298,-0.0079532
-0.032526,-0.01017
-0.026403,-0.016162
-0.025366,-0.016653
-0.025451,-0.021194
-0.02527,-0.022041
-0.022853,-0.034879
-0.017659,-0.032154
-0.01805,-0.041759
-0.0011008,-0.03437
-0.0040254,-0.029942
0.0091484,-0.021027
0.01358,-0.011694
0.016156,0.0022153
0.0045788,0.018327
0.00057697,0.033619
-0.0013781,0.034064
-0.011461,0.029658
-0.018125,0.033247
-0.023578,0.02103
-0.024505,0.014041
-0.01279,-0.0027096
-0.0049714,-0.010095
0.0070942,-0.02418
0.015079,-0.024776
0.028871,-0.019011
0.037863,-0.017296
0.03447,-0.010426
0.040919,-0.0081175
0.0393,-0.0049633
0.040251,0.00034836
0.038475,0.0016189
0.033683,0.0034844
0.02475,0.0084909
0.022929,0.0087527
0.023303,0.0076189
0.030099,0.0057039
0.024338,0.01022
0.02137,0.011997
0.024001,0.013847
0.022133,0.025616
0.015609,0.020497
0.018651,0.025825
0.01232,0.019528
0.010929,0.02448
0.015115,0.026559
0.0076123,0.025531
0.0036906,0.032594
0.0089096,0.028202
0.0069614,0.033034
0.0041585,0.026395
0.0011896,0.02677
-0.0071888,0.036185
-0.011611,0.043111
-0.012573,0.041699
-0.020159,0.039118
-0.029575,0.032123
-0.023939,0.028182
-0.03006,0.016846
-0.024752,0.00037607
-0.014024,-0.0070697
-0.0087795,-0.016944
0.014989,-0.016644
0.029451,-0.010385
0.034737,-0.0085816
0.030989,-0.0077436
0.031562,0.0092591
0.032939,0.01455
0.01761,0.019115
0.011236,0.016048
-0.010228,0.0151
-0.015676,0.0057364
-0.029663,-0.0029565
-0.033158,-0.011449
-0.036206,-0.018908
-0.029488,-0.029627
-0.029448,-0.031083
-0.028114,-0.03777
-0.018884,-0.04104
-0.021684,-0.03989
